date,indicator,value,entity
2022-07-21,Weekly new hospital admissions,1173.0,Singapore
2022-07-22,Weekly new hospital admissions,1187.0,Singapore
2022-07-23,Weekly new hospital admissions,1191.0,Singapore
2022-07-24,Weekly new hospital admissions,1188.0,Singapore
2022-07-25,Weekly new hospital admissions,1213.0,Singapore
2022-07-26,Weekly new hospital admissions,1219.0,Singapore
2022-07-27,Weekly new hospital admissions,1187.0,Singapore
2022-07-28,Weekly new hospital admissions,1181.0,Singapore
2022-07-29,Weekly new hospital admissions,1197.0,Singapore
2022-07-30,Weekly new hospital admissions,1133.0,Singapore
2022-07-31,Weekly new hospital admissions,1127.0,Singapore
