location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Czechia,2021-01-01,18,24,0.01,0.0,0.0
Czechia,2021-01-01,25,49,0.02,0.0,0.0
Czechia,2021-01-01,50,59,0.02,0.0,0.0
Czechia,2021-01-01,60,69,0.01,0.0,0.0
Czechia,2021-01-01,70,79,0.01,0.0,0.0
Czechia,2021-01-01,80,,0.01,0.0,0.0
Czechia,2021-01-08,15,17,0.0,0.0,0.0
Czechia,2021-01-08,18,24,0.2,0.0,0.0
Czechia,2021-01-08,25,49,0.66,0.0,0.0
Czechia,2021-01-08,50,59,0.82,0.0,0.0
Czechia,2021-01-08,60,69,0.52,0.0,0.0
Czechia,2021-01-08,70,79,0.25,0.0,0.0
Czechia,2021-01-08,80,,0.56,0.0,0.0
Czechia,2021-01-15,15,17,0.01,0.0,0.0
Czechia,2021-01-15,18,24,0.47,0.0,0.0
Czechia,2021-01-15,25,49,1.4,0.01,0.0
Czechia,2021-01-15,50,59,1.86,0.01,0.0
Czechia,2021-01-15,60,69,1.26,0.01,0.0
Czechia,2021-01-15,70,79,0.82,0.0,0.0
Czechia,2021-01-15,80,,3.28,0.0,0.0
Czechia,2021-01-22,10,14,0.0,0.0,0.0
Czechia,2021-01-22,15,17,0.01,0.0,0.0
Czechia,2021-01-22,18,24,0.61,0.05,0.0
Czechia,2021-01-22,25,49,1.79,0.17,0.0
Czechia,2021-01-22,50,59,2.53,0.2,0.0
Czechia,2021-01-22,60,69,1.77,0.13,0.0
Czechia,2021-01-22,70,79,1.28,0.06,0.0
Czechia,2021-01-22,80,,11.9,0.15,0.0
Czechia,2021-01-29,15,17,0.02,0.0,0.0
Czechia,2021-01-29,18,24,0.71,0.14,0.0
Czechia,2021-01-29,25,49,1.96,0.54,0.0
Czechia,2021-01-29,50,59,2.81,0.68,0.0
Czechia,2021-01-29,60,69,2.0,0.43,0.0
Czechia,2021-01-29,70,79,1.49,0.18,0.0
Czechia,2021-01-29,80,,18.06,0.37,0.0
Czechia,2021-02-05,15,17,0.02,0.01,0.0
Czechia,2021-02-05,18,24,0.75,0.36,0.0
Czechia,2021-02-05,25,49,2.05,1.17,0.0
Czechia,2021-02-05,50,59,2.96,1.57,0.0
Czechia,2021-02-05,60,69,2.13,1.03,0.0
Czechia,2021-02-05,70,79,1.62,0.59,0.0
Czechia,2021-02-05,80,,21.61,2.11,0.0
Czechia,2021-02-12,15,17,0.02,0.01,0.0
Czechia,2021-02-12,18,24,0.81,0.52,0.0
Czechia,2021-02-12,25,49,2.19,1.61,0.0
Czechia,2021-02-12,50,59,3.17,2.25,0.0
Czechia,2021-02-12,60,69,2.29,1.57,0.0
Czechia,2021-02-12,70,79,1.82,1.06,0.0
Czechia,2021-02-12,80,,25.55,9.44,0.0
Czechia,2021-02-19,10,14,0.0,0.0,0.0
Czechia,2021-02-19,15,17,0.03,0.02,0.0
Czechia,2021-02-19,18,24,0.91,0.62,0.0
Czechia,2021-02-19,25,49,2.4,1.81,0.0
Czechia,2021-02-19,50,59,3.48,2.6,0.0
Czechia,2021-02-19,60,69,2.55,1.84,0.0
Czechia,2021-02-19,70,79,2.15,1.33,0.0
Czechia,2021-02-19,80,,32.77,14.99,0.0
Czechia,2021-02-26,15,17,0.05,0.02,0.0
Czechia,2021-02-26,18,24,1.07,0.69,0.0
Czechia,2021-02-26,25,49,2.75,1.94,0.0
Czechia,2021-02-26,50,59,4.0,2.8,0.0
Czechia,2021-02-26,60,69,2.98,2.01,0.0
Czechia,2021-02-26,70,79,2.69,1.48,0.0
Czechia,2021-02-26,80,,42.45,19.26,0.0
Czechia,2021-03-05,15,17,0.05,0.02,0.0
Czechia,2021-03-05,18,24,1.31,0.73,0.0
Czechia,2021-03-05,25,49,3.49,2.04,0.0
Czechia,2021-03-05,50,59,5.61,2.95,0.0
Czechia,2021-03-05,60,69,4.55,2.13,0.0
Czechia,2021-03-05,70,79,7.13,1.62,0.0
Czechia,2021-03-05,80,,52.59,22.45,0.0
Czechia,2021-03-12,10,14,0.0,0.0,0.0
Czechia,2021-03-12,15,17,0.07,0.03,0.0
Czechia,2021-03-12,18,24,1.68,0.81,0.0
Czechia,2021-03-12,25,49,4.29,2.21,0.0
Czechia,2021-03-12,50,59,7.19,3.22,0.0
Czechia,2021-03-12,60,69,5.83,2.35,0.0
Czechia,2021-03-12,70,79,17.92,1.85,0.0
Czechia,2021-03-12,80,,60.72,27.23,0.0
Czechia,2021-03-19,15,17,0.08,0.04,0.0
Czechia,2021-03-19,18,24,2.05,0.94,0.0
Czechia,2021-03-19,25,49,5.0,2.46,0.0
Czechia,2021-03-19,50,59,8.58,3.58,0.0
Czechia,2021-03-19,60,69,6.89,2.65,0.0
Czechia,2021-03-19,70,79,29.09,2.21,0.0
Czechia,2021-03-19,80,,65.49,35.34,0.0
Czechia,2021-03-26,15,17,0.1,0.05,0.0
Czechia,2021-03-26,18,24,2.33,1.08,0.0
Czechia,2021-03-26,25,49,5.55,2.83,0.0
Czechia,2021-03-26,50,59,9.51,4.33,0.0
Czechia,2021-03-26,60,69,7.9,3.37,0.0
Czechia,2021-03-26,70,79,36.75,3.8,0.0
Czechia,2021-03-26,80,,68.73,43.05,0.0
Czechia,2021-04-02,15,17,0.11,0.06,0.0
Czechia,2021-04-02,18,24,2.53,1.33,0.0
Czechia,2021-04-02,25,49,5.98,3.4,0.0
Czechia,2021-04-02,50,59,10.26,5.41,0.0
Czechia,2021-04-02,60,69,8.99,4.28,0.0
Czechia,2021-04-02,70,79,41.8,9.3,0.0
Czechia,2021-04-02,80,,71.22,49.14,0.0
Czechia,2021-04-09,15,17,0.12,0.07,0.0
